Date,Client,Poids reçu
27/03/2021,PETRO IVOIRE,2 232 013
27/03/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,648 771
21/03/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,813 201
21/03/2021,PETRO IVOIRE,2 593 627
12/03/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,112 108
12/03/2021,PETRO IVOIRE,318 193
11/03/2021,PETRO IVOIRE,1 285 673
11/03/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,453 245
10/03/2021,PETRO IVOIRE,1 096 116
10/03/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,370 900
03/03/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,160 225
03/03/2021,PETRO IVOIRE,408 004
02/03/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,844 440
02/03/2021,PETRO IVOIRE,2 150 707
25/02/2021,PETRO IVOIRE,957 492
25/02/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,424 188
24/02/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,458 919
24/02/2021,PETRO IVOIRE,985 949
17/02/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,316 568
17/02/2021,PETRO IVOIRE,812 623
16/02/2021,PETRO IVOIRE,1 067 527
16/02/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,415 837
10/02/2021,PETRO IVOIRE,1 019 464
10/02/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,359 877
05/02/2021,PETRO IVOIRE,1 064 717
05/02/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,336 301
04/02/2021,PETRO IVOIRE,1 151 698
04/02/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,402 885
28/01/2021,PETRO IVOIRE,726 117
28/01/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,272 899
27/01/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,418 789
27/01/2021,PETRO IVOIRE,1 114 332
21/01/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,319 679
21/01/2021,PETRO IVOIRE,943 548
20/01/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,374 171
20/01/2021,PETRO IVOIRE,1 104 324
15/01/2021,PETRO IVOIRE,781 650
15/01/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,254 016
14/01/2021,PETRO IVOIRE,1 115 660
14/01/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,358 926
09/01/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,403 679
09/01/2021,PETRO IVOIRE,1 104 694
08/01/2021,TOTALENERGIES MARKETING COTE D'IVOIRE,488 199
08/01/2021,PETRO IVOIRE,1 005 978
31/12/2020,PETRO IVOIRE,1 853 966
31/12/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,681 689
25/12/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,710 286
25/12/2020,PETRO IVOIRE,1 756 805
22/12/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,55 172
22/12/2020,PETRO IVOIRE,137 716
19/12/2020,PETRO IVOIRE,198 165
19/12/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,77 202
17/12/2020,PETRO IVOIRE,863 349
17/12/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,355 064
16/12/2020,PETRO IVOIRE,1 403 691
16/12/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,171 819
09/12/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,403 792
09/12/2020,PETRO IVOIRE,927 977
08/12/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,460 206
08/12/2020,PETRO IVOIRE,1 057 539
30/11/2020,PETRO IVOIRE,1 648 132
30/11/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,802 101
24/11/2020,PETRO IVOIRE,107 654
24/11/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,61 313
21/11/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,334 936
21/11/2020,PETRO IVOIRE,670 183
20/11/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,527 858
20/11/2020,PETRO IVOIRE,947 349
16/11/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,70 169
16/11/2020,PETRO IVOIRE,130 205
14/11/2020,PETRO IVOIRE,973 985
14/11/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,473 047
13/11/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,498 874
13/11/2020,PETRO IVOIRE,1 027 151
07/11/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,193 699
07/11/2020,PETRO IVOIRE,421 262
06/11/2020,PETRO IVOIRE,912 279
06/11/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,449 704
31/10/2020,PETRO IVOIRE,1 890 171
31/10/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,1 064 298
22/10/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,624 828
22/10/2020,PETRO IVOIRE,1 323 687
17/10/2020,PETRO IVOIRE,2 016 106
17/10/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,968 305
09/10/2020,PETRO IVOIRE,1 979 716
09/10/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,978 460
06/10/2020,PETRO IVOIRE,191 633
06/10/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,86 581
01/10/2020,PETRO IVOIRE,339 872
01/10/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,143 489
30/09/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,503 103
30/09/2020,PETRO IVOIRE,992 532
29/09/2020,PETRO IVOIRE,993 043
29/09/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,503 363
24/09/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,107 600
24/09/2020,PETRO IVOIRE,161 648
21/09/2020,PETRO IVOIRE,956 367
21/09/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,541 861
20/09/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,301 362
20/09/2020,PETRO IVOIRE,1 179 675
15/09/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,15 522
14/09/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,352 058
14/09/2020,PETRO IVOIRE,490 692
12/09/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,278 400
12/09/2020,PETRO IVOIRE,1 120 188
10/09/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,82 486
10/09/2020,PETRO IVOIRE,170 089
08/09/2020,PETRO IVOIRE,450 520
08/09/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,293 889
06/09/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,856 329
06/09/2020,PETRO IVOIRE,1 534 897
30/08/2020,PETRO IVOIRE,912 983
30/08/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,390 061
29/08/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,457 687
29/08/2020,PETRO IVOIRE,1 024 222
24/08/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,491 288
24/08/2020,PETRO IVOIRE,1 039 667
22/08/2020,PETRO IVOIRE,351 369
22/08/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,481 946
22/08/2020,PETRO IVOIRE,1 074 121
22/08/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,108 698
19/08/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,169 824
14/08/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,415 437
14/08/2020,PETRO IVOIRE,1 038 593
12/08/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,455 340
12/08/2020,PETRO IVOIRE,997 046
06/08/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,398 227
06/08/2020,PETRO IVOIRE,1 010 543
04/08/2020,PETRO IVOIRE,896 298
04/08/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,594 589
29/07/2020,PETRO IVOIRE,1 741 001
29/07/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,974 404
22/07/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,740 978
22/07/2020,PETRO IVOIRE,2 295 449
18/07/2020,PETRO IVOIRE,462 786
18/07/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,203 536
17/07/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,883 498
17/07/2020,PETRO IVOIRE,2 111 059
13/07/2020,PETRO IVOIRE,65 828
13/07/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,27 429
07/07/2020,PETRO IVOIRE,612 663
07/07/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,313 867
06/07/2020,PETRO IVOIRE,1 052 822
06/07/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,445 578
02/07/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,790 370
02/07/2020,PETRO IVOIRE,1 602 870
29/06/2020,PETRO IVOIRE,835 084
29/06/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,122 008
24/06/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,397 387
24/06/2020,PETRO IVOIRE,1 097 653
23/06/2020,PETRO IVOIRE,1 094 402
23/06/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,420 227
18/06/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,682 088
18/06/2020,PETRO IVOIRE,1 543 755
15/06/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,190 339
09/06/2020,PETRO IVOIRE,1 005 418
09/06/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,351 573
08/06/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,503 735
08/06/2020,PETRO IVOIRE,1 027 231
05/06/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,173 281
05/06/2020,PETRO IVOIRE,175 383
01/06/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,834 168
01/06/2020,PETRO IVOIRE,550 945
31/05/2020,PETRO IVOIRE,1 322 749
29/05/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,105 073
29/05/2020,PETRO IVOIRE,264 778
28/05/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,76 045
28/05/2020,PETRO IVOIRE,253 301
24/05/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,251 455
24/05/2020,PETRO IVOIRE,488 970
22/05/2020,PETRO IVOIRE,1 077 006
22/05/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,389 836
21/05/2020,PETRO IVOIRE,1 095 937
21/05/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,388 716
15/05/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,354 726
15/05/2020,PETRO IVOIRE,1 157 511
13/05/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,661 353
13/05/2020,PETRO IVOIRE,847 679
05/05/2020,PETRO IVOIRE,1 838 202
05/05/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,473 427
29/04/2020,PETRO IVOIRE,328 701
29/04/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,204 856
28/04/2020,PETRO IVOIRE,708 728
28/04/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,334 146
26/04/2020,PETRO IVOIRE,958 116
26/04/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,392 345
19/04/2020,PETRO IVOIRE,498 945
19/04/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,205 063
18/04/2020,PETRO IVOIRE,1 079 182
18/04/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,440 733
13/04/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,90 365
13/04/2020,PETRO IVOIRE,212 433
11/04/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,443 841
11/04/2020,PETRO IVOIRE,836 395
10/04/2020,PETRO IVOIRE,282 211
10/04/2020,PETRO IVOIRE,761 417
10/04/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,380 375
04/04/2020,PETRO IVOIRE,753 253
04/04/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,313 007
03/04/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,413 146
03/04/2020,PETRO IVOIRE,1 074 265
01/04/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,102 651
01/04/2020,PETRO IVOIRE,149 889
28/03/2020,PETRO IVOIRE,1 054 212
28/03/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,443 510
27/03/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,366 680
27/03/2020,PETRO IVOIRE,1 136 116
23/03/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,124 139
23/03/2020,PETRO IVOIRE,291 679
20/03/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,207 651
20/03/2020,PETRO IVOIRE,539 660
18/03/2020,PETRO IVOIRE,998 904
18/03/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,513 443
14/03/2020,PETRO IVOIRE,207 939
14/03/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,67 378
12/03/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,495 674
12/03/2020,PETRO IVOIRE,876 887
11/03/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,373 889
11/03/2020,PETRO IVOIRE,1 137 765
03/03/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,338 417
03/03/2020,PETRO IVOIRE,679 458
29/02/2020,PETRO IVOIRE,724 200
29/02/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,402 339
27/02/2020,PETRO IVOIRE,259 995
24/02/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,251 653
24/02/2020,PETRO IVOIRE,395 220
23/02/2020,PETRO IVOIRE,571 797
23/02/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,267 702
22/02/2020,PETRO IVOIRE,968 279
22/02/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,468 728
18/02/2020,PETRO IVOIRE,888 739
18/02/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,414 904
17/02/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,445 795
17/02/2020,PETRO IVOIRE,1 045 854
12/02/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,40 564
12/02/2020,PETRO IVOIRE,202 485
07/02/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,337 829
07/02/2020,PETRO IVOIRE,749 759
06/02/2020,PETRO IVOIRE,893 394
06/02/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,204 495
04/02/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,221 059
04/02/2020,PETRO IVOIRE,74 424
31/01/2020,PETRO IVOIRE,496 132
31/01/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,192 997
30/01/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,424 248
30/01/2020,PETRO IVOIRE,1 059 740
26/01/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,87 105
26/01/2020,PETRO IVOIRE,169 895
24/01/2020,PETRO IVOIRE,856 756
24/01/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,556 542
23/01/2020,PETRO IVOIRE,190 798
22/01/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,294 874
22/01/2020,PETRO IVOIRE,693 106
21/01/2020,PETRO IVOIRE,182 757
18/01/2020,PETRO IVOIRE,321 821
15/01/2020,PETRO IVOIRE,962 355
15/01/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,695 768
14/01/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,554 537
14/01/2020,PETRO IVOIRE,922 897
13/01/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,148 477
13/01/2020,PETRO IVOIRE,155 768
09/01/2020,PETRO IVOIRE,1 060 044
09/01/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,429 357
07/01/2020,PETRO IVOIRE,1 003 065
07/01/2020,TOTALENERGIES MARKETING COTE D'IVOIRE,442 496
06/01/2020,PETRO IVOIRE,153 245
04/01/2020,PETRO IVOIRE,260 764
